id,code,name,account_type,type_currency,status,balance,date_modification,date_creation,changed,quantitative,subject_account,full_name,check_excess_balance,created_by
700343,9410,Расходы по реализации,Транзитный,Только в базовой валюте,Активный,Да,26.11.2024 10:56:01,29.05.2024 19:41:03,Юсупов Феурз,Нет,9400. СЧЕТА УЧЕТА РАСХОДОВ ПЕРИОДА,9410. Расходы по реализации,Да,System
700344,9420,Административные расходы,Транзитный,Только в базовой валюте,Активный,Да,18.03.2025 11:51:59,29.05.2024 19:41:03,Юсупов Феурз,Нет,9400. СЧЕТА УЧЕТА РАСХОДОВ ПЕРИОДА,9420. Административные расходы,Да,System
700345,9430,Прочие операционные расходы,Транзитный,Только в базовой валюте,Активный,Да,18.03.2025 13:00:55,29.05.2024 19:41:03,Юсупов Феурз,Нет,9400. СЧЕТА УЧЕТА РАСХОДОВ ПЕРИОДА,9430. Прочие операционные расходы,Да,System
700381,9431,Прочие операционные расходы/доходы от арифметических ошибок,Транзитный,Только в базовой валюте,Активный,Да,05.12.2024 17:34:31,29.05.2024 19:41:03,Юсупов Феурз,Нет,9400. СЧЕТА УЧЕТА РАСХОДОВ ПЕРИОДА,9431. Прочие операционные расходы/доходы от арифметических ошибок,Да,System
700346,9440,"Расходы отчетного периода, исключаемые из налогооблагаемой базы в будущем",Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9400. СЧЕТА УЧЕТА РАСХОДОВ ПЕРИОДА,"9440. Расходы отчетного периода, исключаемые из налогооблагаемой базы в будущем",Да,System
700389,9450,"Расходы отчетного периода, прочие возвраты",Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9400. СЧЕТА УЧЕТА РАСХОДОВ ПЕРИОДА,"9450. Расходы отчетного периода, прочие возвраты",Да,System
700347,9510,Доходы в виде роялти,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9500. СЧЕТА УЧЕТА ДОХОДОВ ОТ ФИНАНСОВОЙ ДЕЯТЕЛЬНОСТИ,9510. Доходы в виде роялти,Да,System
700348,9520,Доходы в виде дивидендов,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9500. СЧЕТА УЧЕТА ДОХОДОВ ОТ ФИНАНСОВОЙ ДЕЯТЕЛЬНОСТИ,9520. Доходы в виде дивидендов,Да,System
700349,9530,Доходы в виде процентов,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9500. СЧЕТА УЧЕТА ДОХОДОВ ОТ ФИНАНСОВОЙ ДЕЯТЕЛЬНОСТИ,9530. Доходы в виде процентов,Да,System
700350,9540,Доходы от валютных курсовых разниц,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9500. СЧЕТА УЧЕТА ДОХОДОВ ОТ ФИНАНСОВОЙ ДЕЯТЕЛЬНОСТИ,9540. Доходы от валютных курсовых разниц,Да,System
700351,9550,Доходы от долгосрочной аренды,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9500. СЧЕТА УЧЕТА ДОХОДОВ ОТ ФИНАНСОВОЙ ДЕЯТЕЛЬНОСТИ,9550. Доходы от долгосрочной аренды,Да,System
700352,9560,Доходы от переоценки ценных бумаг,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9500. СЧЕТА УЧЕТА ДОХОДОВ ОТ ФИНАНСОВОЙ ДЕЯТЕЛЬНОСТИ,9560. Доходы от переоценки ценных бумаг,Да,System
700353,9590,Прочие доходы от финансовой деятельности,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9500. СЧЕТА УЧЕТА ДОХОДОВ ОТ ФИНАНСОВОЙ ДЕЯТЕЛЬНОСТИ,9590. Прочие доходы от финансовой деятельности,Да,System
700354,9610,Расходы в виде процентов,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9600. СЧЕТА УЧЕТА РАСХОДОВ ПО ФИНАНСОВОЙ ДЕЯТЕЛЬНОСТИ,9610. Расходы в виде процентов,Да,System
700355,9620,Убытки от валютных курсовых разниц,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9600. СЧЕТА УЧЕТА РАСХОДОВ ПО ФИНАНСОВОЙ ДЕЯТЕЛЬНОСТИ,9620. Убытки от валютных курсовых разниц,Да,System
700356,9630,Расходы по выпуску и распространению ценных бумаг,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9600. СЧЕТА УЧЕТА РАСХОДОВ ПО ФИНАНСОВОЙ ДЕЯТЕЛЬНОСТИ,9630. Расходы по выпуску и распространению ценных бумаг,Да,System
700357,9690,Прочие расходы по финансовой деятельности,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9600. СЧЕТА УЧЕТА РАСХОДОВ ПО ФИНАНСОВОЙ ДЕЯТЕЛЬНОСТИ,9690. Прочие расходы по финансовой деятельности,Да,System
700358,9710,Чрезвычайные прибыли,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9700. СЧЕТА УЧЕТА ЧРЕЗВЫЧАЙНЫХ ПРИБЫЛЕЙ (УБЫТКОВ),9710. Чрезвычайные прибыли,Да,System
700359,9720,Чрезвычайные убытки,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9700. СЧЕТА УЧЕТА ЧРЕЗВЫЧАЙНЫХ ПРИБЫЛЕЙ (УБЫТКОВ),9720. Чрезвычайные убытки,Да,System
700360,9810,Расходы по налогу на доходы (прибыль),Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9800. СЧЕТА УЧЕТА ИСПОЛЬЗОВАНИЯ ПРИБЫЛИ ДЛЯ УПЛАТЫ НАЛОГОВ И СБОРОВ,9810. Расходы по налогу на доходы (прибыль),Да,System
700361,9820,Расходы по прочим налогам и сборам от прибыли,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9800. СЧЕТА УЧЕТА ИСПОЛЬЗОВАНИЯ ПРИБЫЛИ ДЛЯ УПЛАТЫ НАЛОГОВ И СБОРОВ,9820. Расходы по прочим налогам и сборам от прибыли,Да,System
700362,9910,Конечный финансовый результат,Транзитный,Только в базовой валюте,Активный,Да,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,9900. СЧЕТА УЧЕТА КОНЕЧНОГО ФИНАНСОВОГО РЕЗУЛЬТАТА,9910. Конечный финансовый результат,Да,System
700363,z001,"Основные средства, полученные по краткосрочной аренде",Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,"z001. Основные средства, полученные по краткосрочной аренде",Да,System
700364,z002,"Товарно-материальные ценности, принятые на ответственное хранение",Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,"z002. Товарно-материальные ценности, принятые на ответственное хранение",Да,System
700403,z00210,Прием оборудования для эксплуатации со стороны клиента (от владельца к дистрибьютору/от дистрибьютора к магазину),Активный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Да,z000. Parent no balance,z00210. Прием оборудования для эксплуатации со стороны клиента (от владельца к дистрибьютору/от дистрибьютора к магазину),Да,System
700404,z00211,"В пути к клиенту (в пути от владельца к клиенту, учет со стороны дистрибьютора)",Активный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Да,z000. Parent no balance,"z00211. В пути к  клиенту (в пути от владельца к клиенту, учет со стороны дистрибьютора)",Да,System
700405,z00212,Передача оборудования со стороны клиента другому клиенту (от дистрибьютора к магазину),Активный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Да,z000. Parent no balance,z00212. Передача оборудования со стороны клиента другому клиенту (от дистрибьютора к магазину),Да,System
700406,z00213,Счет учета сломанного оборудования у клиента,Активный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Да,z000. Parent no balance,z00213. Счет учета сломанного оборудования у клиента,Да,System
700407,z00214,На транзите между складами,Активный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Да,z000. Parent no balance,z00214. На транзите между складами,Да,System
700408,z00215,В пути к конечному потребителю (от дистрибьютора к клиенту),Активный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Да,z000. Parent no balance,z00215. В пути к конечному потребителю (от дистрибьютора к клиенту),Да,System
700365,z003,"Материалы, принятые в переработку",Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,"z003. Материалы, принятые в переработку",Да,System
700366,z004,"Товары, принятые на комиссию",Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,"z004. Товары, принятые на комиссию",Да,System
700367,z005,"Оборудование, принятое для монтажа",Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,"z005. Оборудование, принятое для монтажа",Да,System
700368,z006,Бланки строгой отчетности,Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,z006. Бланки строгой отчетности,Да,System
700369,z007,Списанная в убыток задолженность неплатежеспособных дебиторов,Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,z007. Списанная в убыток задолженность неплатежеспособных дебиторов,Да,System
700370,z008,Обеспечения обязательств и платежей - полученные,Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,z008. Обеспечения обязательств и платежей - полученные,Да,System
700371,z009,Обеспечения обязательств и платежей - выданные,Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,z009. Обеспечения обязательств и платежей - выданные,Да,System
700372,z010,"Основные средства, сданные по договору долгосрочной аренды",Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,"z010. Основные средства, сданные по договору долгосрочной аренды",Да,System
700373,z011,"Имущество, полученное по договору ссуды",Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,"z011. Имущество, полученное по договору ссуды",Да,System
700374,z012,"Расходы, исключаемые из налогооблагаемой базы следующих периодов",Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,"z012. Расходы, исключаемые из налогооблагаемой базы следующих периодов",Да,System
700375,z013,Временные налоговые льготы (по видам),Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,z013. Временные налоговые льготы (по видам),Да,System
700376,z014,Инвентарь и хозяйственные принадлежности в эксплуатации,Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,z014. Инвентарь и хозяйственные принадлежности в эксплуатации,Да,System
700377,z100,Учет экспортных операций,Транзитный,Только в базовой валюте,Активный,Нет,29.05.2024 19:41:03,29.05.2024 19:41:03,System,Нет,z000. Parent no balance,z100. Учет экспортных операций,Да,System
